id,url,title,wiki_intro,generated_intro,title_len,wiki_intro_len,generated_intro_len,prompt,generated_text,prompt_tokens,generated_text_tokens
51253088,https://en.wikipedia.org/wiki/USAC%20Daytona%20100,USAC Daytona 100,"The Daytona 100 was a USAC Championship Car race held at Daytona International Speedway in Daytona Beach, Florida on Saturday April 4, 1959. It was the first and only Indy car race held on the high banks of Daytona, and saw incredible speeds turned in by the front-engined ""roadsters."" The race was part of a triple-header weekend featuring races for the USAC Championship Cars, Formula Libre, and a USAC-FIA sports car endurance race. Both the Champ Car and Formula Libre races were won by Jim Rathmann. However, the weekend was marred by the tragic death of George Amick, who was killed in a crash on the final lap of the Champ Car race. Amick's death came less than two months after Marshall Teague was also killed testing a highly modified Indy roadster at the track. Despite a predicted crowd of over 30,000 spectators for the weekend, turnout was disappointing. With estimates as low as 7,000 to 10,000 in attendance for Saturday, the event was also seen as unsuccessful and a money-loser. In the wake of the tragic circumstances, the blindingly fast speeds were deemed too dangerous for the track, and the Indy cars would never again race on the Daytona International Speedway oval. The sports cars, however, would return and the Daytona Continental later became an annual event, now known as the 24 Hours of Daytona.","The Daytona 100 was a USAC Championship race that was held at Daytona International Speedway in 1959. It was the inaugural running of the event, and was won by Donohue/Dorna.",3,226,30,"200 word wikipedia style introduction on 'USAC Daytona 100'
    The Daytona 100 was a USAC Championship"," race that was held at Daytona International Speedway in 1959. It was the inaugural running of the event, and was won by Donohue/Dorna.",25,32
51856448,https://en.wikipedia.org/wiki/Richard%20Burt%20%28politician%29,Richard Burt (politician),"Richard Paull Septimus Burt (23 September 1909 – 7 November 1993) was an Australian businessman and politician who was a Liberal Party member of the Legislative Assembly of Western Australia from 1959 to 1971. Burt was born in Perth to Gladys (née MacMurtrie) and Frederick Julius Augustus Burt. His grandfather was Septimus Burt, who was also a member of parliament and served as Attorney-General of Western Australia. Burt attended Guildford Grammar School, and after leaving school went to the North-West, working variously as a crayfisherman, stationhand, pearler, and tin miner. He opened a machinery and hardware store in Cue in 1935, and in 1939 was elected to the Cue Road Board, of which he eventually became chairman. Burt entered parliament at the 1959 state election, narrowly winning the seat of Murchison from Everard O'Brien of the Labor Party. He transferred to the new seat of Murchison-Eyre at the 1968 election, and retired from parliament at the 1971 election. After leaving politics, Burt held directorships with various mining companies. He died in Perth in November 1993, aged 84, and had married Mary Groom in 1937, with whom he had three sons.","Richard Paull Septimus Burt (23 September 1909 – 26 September 1997) was an Australian politician who served as a member of the Australian House of Representatives from 1949 to 1977. A member of the Liberal Party, Burt was a minister in the governments of Robert Menzies and John Gorton. He was Treasurer of Australia from 1966 to 1968, and Deputy Prime Minister from 1968 to 1971.

Born in Brighton, Victoria, Burt attended Wesley College, Melbourne and then the University of Melbourne, where he graduated with a Bachelor of Arts in 1931. He worked as a journalist before entering politics, serving as editor of The Age from 1939 to 1946. Burt was elected to the House of Representatives at the 1949 federal election as the Liberal member for Bourke. He served as Minister for Trade and Industry from 1954 to 1955 and Minister for Immigration and Ethnic Affairs from 1958 to 1960. He became Treasurer in the governments of Robert Menzies and John Gorton, serving in that position from 1966 to 1968. He was Deputy Prime Minister from 1968 to 1971, serving under Gorton during the 1969 constitutional crisis. In 1972, Burt retired from politics and returned to journalism, becoming managing director of The Australian newspaper. He died at age 88 in 1997.",3,190,211,"200 word wikipedia style introduction on 'Richard Burt (politician)'
    Richard Paull Septimus Burt (23 September 1909"," – 26 September 1997) was an Australian politician who served as a member of the Australian House of Representatives from 1949 to 1977. A member of the Liberal Party, Burt was a minister in the governments of Robert Menzies and John Gorton. He was Treasurer of Australia from 1966 to 1968, and Deputy Prime Minister from 1968 to 1971.

Born in Brighton, Victoria, Burt attended Wesley College, Melbourne and then the University of Melbourne, where he graduated with a Bachelor of Arts in 1931. He worked as a journalist before entering politics, serving as editor of The Age from 1939 to 1946. Burt was elected to the House of Representatives at the 1949 federal election as the Liberal member for Bourke. He served as Minister for Trade and Industry from 1954 to 1955 and Minister for Immigration and Ethnic Affairs from 1958 to 1960. He became Treasurer in the governments of Robert Menzies and John Gorton, serving in that position from 1966 to 1968. He was Deputy Prime Minister from 1968 to 1971, serving under Gorton during the 1969 constitutional crisis. In 1972, Burt retired from politics and returned to journalism, becoming managing director of The Australian newspaper. He died at age 88 in 1997.",30,245
2995,https://en.wikipedia.org/wiki/Archaeopteryx,Archaeopteryx,"Archaeopteryx , sometimes referred to by its German name, """" (lit. 'original bird' or 'first bird'), is a genus of bird-like dinosaurs. The name derives from the ancient Greek  (archaīos), meaning ""ancient"", and  (ptéryx), meaning ""feather"" or ""wing"". Between the late 19th century and the early 21st century, Archaeopteryx was generally accepted by palaeontologists and popular reference books as the oldest known bird (member of the group Avialae). Older potential avialans have since been identified, including Anchiornis, Xiaotingia, and Aurornis. Archaeopteryx lived in the Late Jurassic around 150 million years ago, in what is now southern Germany, during a time when Europe was an archipelago of islands in a shallow warm tropical sea, much closer to the equator than it is now. Similar in size to a Eurasian magpie, with the largest individuals possibly attaining the size of a raven, the largest species of Archaeopteryx could grow to about  in length. Despite their small size, broad wings, and inferred ability to fly or glide, Archaeopteryx had more in common with other small Mesozoic dinosaurs than with modern birds. In particular, they shared the following features with the dromaeosaurids and troodontids: jaws with sharp teeth, three fingers with claws, a long bony tail, hyperextensible second toes (""killing claw""), feathers (which also suggest warm-bloodedness), and various features of the skeleton.","Archaeopteryx , sometimes referred to by its nickname ""the flying bird"", is an extinct genus of bird that lived during the late Jurassic period. It was a close relative of the modern-day condor, and was the first known bird to have feathers and wings.

Archaeopteryx is one of the most famous and best-known prehistoric animals, and its remains have been found all over the world. It is believed that it was a very advanced creature, capable of flying and possessing feathers, which makes it one of the earliest known examples of avian evolution.

Despite its fame, however, very little is known about Archaeopteryx in detail. It is still unclear how it got its feathers and wings, and what role they played in its lifestyle. What is clear, however, is that Archaeopteryx was a very important animal in prehistoric times, and its existence has helped to shape our understanding of early bird evolution.",1,220,150,"200 word wikipedia style introduction on 'Archaeopteryx'
    Archaeopteryx , sometimes referred to by its"," nickname ""the flying bird"", is an extinct genus of bird that lived during the late Jurassic period. It was a close relative of the modern-day condor, and was the first known bird to have feathers and wings.

Archaeopteryx is one of the most famous and best-known prehistoric animals, and its remains have been found all over the world. It is believed that it was a very advanced creature, capable of flying and possessing feathers, which makes it one of the earliest known examples of avian evolution.

Despite its fame, however, very little is known about Archaeopteryx in detail. It is still unclear how it got its feathers and wings, and what role they played in its lifestyle. What is clear, however, is that Archaeopteryx was a very important animal in prehistoric times, and its existence has helped to shape our understanding of early bird evolution.",28,184
36934514,https://en.wikipedia.org/wiki/William%20Rashleigh%20%28cricketer%29,William Rashleigh (cricketer),"William Rashleigh (7 March 1867 – 13 February 1937) was an English cricketer who played first-class cricket for Kent County Cricket Club and Oxford University between 1885 and 1901. He was born at Farningham in Kent and died at Balcombe in Sussex. Cricket career
Rashleigh was the son of farmer and cricketer William Boys Rashleigh. He played in the Tonbridge School XI from 1882 to 1885, and made his first-class debut for Kent on 24 August 1885.  He went up to Brasenose College, Oxford that autumn. he gained his blue as a freshman. In July 1886 he joined Kingsmill Key in a stand of 243, a record first-wicket partnership at that time in a Varsity Match; both batsmen hit centuries, but no other batsman in the innings reached double figures. Altogether in first-class cricket he passed one hundred in nine innings. The right-handed batsman's top score of 163 was made against Middlesex in June 1896.","William Rashleigh (7 March 1867 – 13 December 1949) was an English cricketer who played for Nottinghamshire and England. He was born in Nottingham and died in London.

Rashleigh was a right-handed batsman and right-arm medium-pace bowler who made his first-class debut for Nottinghamshire against Warwickshire in 1891. He played for the county until 1898, with his final appearance coming against Lancashire. Rashleigh then joined England, playing for them in the 1899 Test series against Australia. He made his final appearance for England later that year, against Scotland. Rashleigh scored a total of 219 runs in the Tests, with a highest score of 43 not out. He also took eight wickets at an average of 33.75. After his retirement from cricket, Rashleigh became a coach at Nottinghamshire. He died in London at the age of 84.",3,155,135,"200 word wikipedia style introduction on 'William Rashleigh (cricketer)'
    William Rashleigh (7 March 1867 – 13"," December 1949) was an English cricketer who played for Nottinghamshire and England. He was born in Nottingham and died in London.

Rashleigh was a right-handed batsman and right-arm medium-pace bowler who made his first-class debut for Nottinghamshire against Warwickshire in 1891. He played for the county until 1898, with his final appearance coming against Lancashire. Rashleigh then joined England, playing for them in the 1899 Test series against Australia. He made his final appearance for England later that year, against Scotland. Rashleigh scored a total of 219 runs in the Tests, with a highest score of 43 not out. He also took eight wickets at an average of 33.75. After his retirement from cricket, Rashleigh became a coach at Nottinghamshire. He died in London at the age of 84.",30,176
38051229,https://en.wikipedia.org/wiki/%28Rap%29%20Superstar,(Rap) Superstar,"""(Rap) Superstar"" is a single by American hip hop group Cypress Hill. The song was released as the lead single from the group's fifth album, Skull & Bones. It was originally released as a double A-side with its rock counterpart on February 29, 2000 in the UK. An individual release was available starting sometime in April. Music video
The music video for the song begins with a young man walking down the street, kicking a can. Walking up to a puddle, the man finds a ticket with ""Rap Superstar"" written on it. A fun house suddenly pops up and the man hands the ticket to Sen Dog, then enters. In one of the rooms, the man sees a group of women who dress him up in a suit. In another room, the man listens to a speech being given by B-Real, dressed as Fidel Castro. In another room, TV screens show rappers Eminem and Noreaga giving testimonies about the rap business. At the video's climax, the man goes to a performance by the band before being chased by the crowd. As the man exits the fun house, an explosion occurs and the man smiles.","""(Rap) Superstar"" is a single by American rapper and songwriter Kanye West from his seventh studio album, ""The Life of Pablo"" (2016). The song was produced by West and Mike Dean.

The song's lyrics discuss West's experiences as a celebrity, including his struggles with fame and his desire to be a ""true"" superstar. The song has been noted for its minimalist production and its uncharacteristically personal lyrics.

Upon its release, ""Superstar"" received widespread critical acclaim, with many reviewers deeming it one of the highlights of ""The Life of Pablo"". The song has since been certified platinum by the Recording Industry Association of America (RIAA).

""Superstar"" was originally recorded in 2009 for West's third studio album, ""808s & Heartbreak"". However, the song was not included on the album and remained unreleased until it was included on ""The Life of Pablo"". 

West initially considered releasing the song as a single from ""The Life of Pablo"", but later decided to include it on the album as a bonus track.

According to music journalist Rob Sheffield, the song is an ""ode to his own greatness"" which contains the line: ""I'm not a rapper, I'm a superstar."" 

In an interview with BBC Radio 1 DJ Zane Lowe, West explained that he wrote the song about his experiences as a celebrity: 
""It's just me being like...I feel like I would be super-empowered if I",2,193,224,"200 word wikipedia style introduction on '(Rap) Superstar'
    ""(Rap) Superstar"" is a single by American"," rapper and songwriter Kanye West from his seventh studio album, ""The Life of Pablo"" (2016). The song was produced by West and Mike Dean.

The song's lyrics discuss West's experiences as a celebrity, including his struggles with fame and his desire to be a ""true"" superstar. The song has been noted for its minimalist production and its uncharacteristically personal lyrics.

Upon its release, ""Superstar"" received widespread critical acclaim, with many reviewers deeming it one of the highlights of ""The Life of Pablo"". The song has since been certified platinum by the Recording Industry Association of America (RIAA).

""Superstar"" was originally recorded in 2009 for West's third studio album, ""808s & Heartbreak"". However, the song was not included on the album and remained unreleased until it was included on ""The Life of Pablo"". 

West initially considered releasing the song as a single from ""The Life of Pablo"", but later decided to include it on the album as a bonus track.

According to music journalist Rob Sheffield, the song is an ""ode to his own greatness"" which contains the line: ""I'm not a rapper, I'm a superstar."" 

In an interview with BBC Radio 1 DJ Zane Lowe, West explained that he wrote the song about his experiences as a celebrity: 
""It's just me being like...I feel like I would be super-empowered if I",28,300
3035462,https://en.wikipedia.org/wiki/Nadezhda%20Udaltsova,Nadezhda Udaltsova,"Nadezhda Andreevna Udaltsova  (, 29 December 1885 – 25 January 1961) was a Russian avant-garde artist (Cubist, Suprematist), painter and teacher. Early life and education
Nadezhda Udaltsova was born in the village of Orel, Russia, on 29 December 1885. When she was six, her family moved to Moscow, where she graduated from high school and began her artistic career. In September 1905 Udaltsova enrolled in the art school run by Konstantin Yuon and Ivan Dudin, where she studied for two years and met fellow-students Vera Mukhina, Liubov Popova, and Aleksander Vesnin. In the spring of 1908 she traveled to Berlin and Dresden, and upon her return to Russia, she unsuccessfully applied for admission to the Moscow Institute of Painting, Sculpture, and Architecture. She also married Alexander Udaltsov, her first husband, in 1908. In 1910–11, Udaltsova studied at several private studios, among them Vladimir Tatlin's. In 1912–13 she and Popova traveled to Paris to continue their studies under the tutelage of Henri Le Fauconnier, Jean Metzinger and André Segonzac at Académie de La Palette. Udaltsova returned to Moscow in 1913 and worked in Vladimir Tatlin's studio together with Popova, Vesnin, and others.","Nadezhda Andreevna Udaltsova  (, 29 December 1954 – 11 February 2018) was a Russian actress.

Udaltsova was born in Taganrog, Russia, to Andrei Udaltsov and Natalya Andreevna (née Gorbunova). She began her acting career in the early 1980s, appearing in several films and television series. Her breakthrough role came in the 1989 film ""Brothers"", for which she was nominated for a Best Actress Award at the Golden Globe Awards. 

Udaltsova continued to appear in films and television series throughout the 1990s and 2000s, receiving critical acclaim for her work in such films as ""The Man with the Iron Fists"" (2012), ""Leviathan"" (2014), and ""War and Peace"" (2013). She also appeared in several theatrical productions throughout her career, including the role of Widow Capulet in Shakespeare's play ""Romeo and Juliet"" at the Bolshoi Theatre in Moscow in 2016. 

Udaltsova died from breast cancer on 11 February 2018 at the age of 65.",2,191,151,"200 word wikipedia style introduction on 'Nadezhda Udaltsova'
    Nadezhda Andreevna Udaltsova  (, 29 December"," 1954 – 11 February 2018) was a Russian actress.

Udaltsova was born in Taganrog, Russia, to Andrei Udaltsov and Natalya Andreevna (née Gorbunova). She began her acting career in the early 1980s, appearing in several films and television series. Her breakthrough role came in the 1989 film ""Brothers"", for which she was nominated for a Best Actress Award at the Golden Globe Awards. 

Udaltsova continued to appear in films and television series throughout the 1990s and 2000s, receiving critical acclaim for her work in such films as ""The Man with the Iron Fists"" (2012), ""Leviathan"" (2014), and ""War and Peace"" (2013). She also appeared in several theatrical productions throughout her career, including the role of Widow Capulet in Shakespeare's play ""Romeo and Juliet"" at the Bolshoi Theatre in Moscow in 2016. 

Udaltsova died from breast cancer on 11 February 2018 at the age of 65.",38,221
54304980,https://en.wikipedia.org/wiki/The%20Woman%27s%20Tribune,The Woman's Tribune,"The Woman's Tribune was an American newspaper founded in Beatrice, Nebraska, by women's suffrage activist Clara Bewick Colby. In print from 1883 to 1909, and published in Beatrice and in Washington, D.C., the newspaper connected radical feminism with women's culture on the Midwestern frontier. Throughout its run, its slogan was ""Equality Before the Law.""  Unlike other suffrage papers that focused on urban culture and politics, The Woman's Tribune'''s appeal to the rural and everyday woman made it one of the most powerful voices of feminist ideology during its day. Colby routinely included generalist news, suffrage news, book reviews, travelogues, editorials, and even poetry in the paper. Some stories and features were intended to be read to children, presumably by their mothers, making the Tribune unusual in its explicitly multi-generational audience. Despite lack of financial support from national suffrage organizations, Colby managed to keep the Tribune in production for its 26 years; she wrote, edited, copyedited, and even at times typeset the paper. Advertising focused on products and services provided by and for women. Notices of events in the international suffragist community appeared as well, connecting women on the American frontier to women's suffrage campaigns in Europe and Asia. Colby met and corresponded with Elizabeth Cady Stanton and Susan B. Anthony; she frequently published their work in the Tribune although she received little, if any, financial support from their political orgazniation. Bloomberg has argued that the Woman's Tribune'' was unique among women's suffrage publications in that it argued for full equality under the law for Native and indigenous people (women and men); the core audience of the paper, however, like its founding editor, was in the white, literate middle-class. References","The Woman's Tribune was an American newspaper that was published from 1881 to 1957. It was the first newspaper specifically directed at women and it played a pivotal role in the development of women's rights in the United States. The Woman's Tribune was founded by Lucy Stone, Henry Blackwell, and other female activists in response to the lack of a female-focused media outlet.

The Woman's Tribune was a groundbreaking publication that helped to promote the rights of women across the United States. It was founded in 1881 by Lucy Stone, Henry Blackwell, and other female activists in response to the lack of a female-focused media outlet. The newspaper played a pivotal role in the development of women's rights, publishing articles on topics such as suffrage, education, and health care. The Woman's Tribune also served as an outlet for female activists to share their thoughts and experiences with one another.

The Woman's Tribune was discontinued in 1957 due to declining circulation, but its legacy continues on today through various online and print publications aimed at empowering women.",3,280,174,"200 word wikipedia style introduction on 'The Woman's Tribune'
    The Woman's Tribune was an American newspaper"," that was published from 1881 to 1957. It was the first newspaper specifically directed at women and it played a pivotal role in the development of women's rights in the United States. The Woman's Tribune was founded by Lucy Stone, Henry Blackwell, and other female activists in response to the lack of a female-focused media outlet.

The Woman's Tribune was a groundbreaking publication that helped to promote the rights of women across the United States. It was founded in 1881 by Lucy Stone, Henry Blackwell, and other female activists in response to the lack of a female-focused media outlet. The newspaper played a pivotal role in the development of women's rights, publishing articles on topics such as suffrage, education, and health care. The Woman's Tribune also served as an outlet for female activists to share their thoughts and experiences with one another.

The Woman's Tribune was discontinued in 1957 due to declining circulation, but its legacy continues on today through various online and print publications aimed at empowering women.",25,202
1703042,https://en.wikipedia.org/wiki/Hannity,Hannity,"Hannity is an American conservative television political talk program on Fox News hosted by Sean Hannity. Episodes air live at 9:00 p.m. from Monday through Thursday, while episodes that air on Fridays are pre-recorded, with a repeat airing at 2:00 a.m. the following morning. (Friday's airing is also repeated at 4:00 a.m. on Saturday mornings.) The show focuses on the development of the day's events with long monologues, political analysis, and legal analysis. The show has been a part of the Fox News program lineup since January 12, 2009, and is the number one cable news broadcast in its time slot. On nights when Hannity is not available, former Rep. Jason Chaffetz, Fox News legal analyst Gregg Jarrett, and Fox News contributor Tammy Bruce often fill in as substitute hosts. Format 
At the beginning of the show, Hannity opens with an opening monologue detailing the political issues of the day. He then transitions to clips backing evidence or showing statements of opposition forces. When Hannity finishes his opening monologue, he goes to a political & legal panel analyzing the situations on hand. After the opening segments, the show has a looser format. Hannity may go to another monologue, go to an interview, or continue with another panel.","Hannity is an American conservative television political talk show host and commentator, who is the host of Fox News Channel's Hannity.

Hannity began his television career as a contributor and guest host on the conservative talk radio program The Rush Limbaugh Show. In 1996, he became a main anchor and commentator for the Fox News Channel's nightly news program, Hannity & Colmes. Hannity has also hosted his own show since 2003, and has become one of the channel's most popular personalities.

In addition to his television commentary, Hannity has written several books, including his best-selling autobiography, The America We Deserve (2010). He has also been a frequent guest on various talk shows and various news programs.",1,204,114,"200 word wikipedia style introduction on 'Hannity'
    Hannity is an American conservative television political"," talk show host and commentator, who is the host of Fox News Channel's Hannity.

Hannity began his television career as a contributor and guest host on the conservative talk radio program The Rush Limbaugh Show. In 1996, he became a main anchor and commentator for the Fox News Channel's nightly news program, Hannity & Colmes. Hannity has also hosted his own show since 2003, and has become one of the channel's most popular personalities.

In addition to his television commentary, Hannity has written several books, including his best-selling autobiography, The America We Deserve (2010). He has also been a frequent guest on various talk shows and various news programs.",23,136
239217,https://en.wikipedia.org/wiki/Healing,Healing,"With physical damage or disease suffered by an organism, healing involves the repair of living tissue(s), organs and the biological system as a whole and resumption of (normal) functioning. Medicine includes the process by which the cell(s) in the body regenerate and repair to reduce the size of a damaged or necrotic area and replace it with new living tissue. The replacement can happen in two ways: by regeneration in which the necrotic cells are replaced by new cells that form ""like"" tissue as was originally there; or by repair in which injured tissue is replaced with scar tissue. Most organs will heal using a mixture of both mechanisms. Within surgery healing is more often referred to as recovery, and postoperative recovery has historically been viewed simply as restitution of function and readiness for discharge. More recently, postoperative recovery has been described as an energy‐requiring process to decrease physical symptoms, reach a level of emotional well‐being, regain functions, and re‐establish activities","With physical damage or disease suffered by a person, the body's natural response is to try to heal the damage as soon as possible. This process can be impaired if the body is not given the necessary resources or if it is attacked by an infectious agent.

Healing can also refer to the process of restoring a person or thing to a desired state, usually after damage has been caused. This can be done by physical therapy, medication, or both. Healing can also refer to the spiritual process of becoming closer to God or another spiritual being.",1,161,96,"200 word wikipedia style introduction on 'Healing'
    With physical damage or disease suffered by"," a person, the body's natural response is to try to heal the damage as soon as possible. This process can be impaired if the body is not given the necessary resources or if it is attacked by an infectious agent.

Healing can also refer to the process of restoring a person or thing to a desired state, usually after damage has been caused. This can be done by physical therapy, medication, or both. Healing can also refer to the spiritual process of becoming closer to God or another spiritual being.",22,103
1843833,https://en.wikipedia.org/wiki/Hurricane%20Gustav%20%28disambiguation%29,Hurricane Gustav (disambiguation),"The name Gustav was used for five tropical cyclones in the Atlantic Ocean:
 Tropical Storm Gustav (1984) - Spent most of its existence as a tropical depression hovering over Bermuda, no major damage was reported.
 Hurricane Gustav (1990) - A category 3 hurricane that threatened the Lesser Antilles but turned away before getting too close, causing no damage.
 Tropical Storm Gustav (1996) - A weak storm that formed west of Africa and dissipated soon thereafter, never threatening land.
 Hurricane Gustav (2002) - First subtropical storm to ever be named; strengthened into a Category 2 hurricane and came within miles of Cape Hatteras, North Carolina before turning away, later grazing Nova Scotia and dying over Newfoundland. It was the latest first hurricane of any Atlantic season since 1941.
 Hurricane Gustav (2008) - A strong Category 4 hurricane that caused over $6 billion in damage and 138 deaths in Haiti, the Dominican Republic, Jamaica, the Cayman Islands, Cuba, and the United States.
The name Gustav was retired in the spring of 2009 and was replaced by Gonzalo for the 2014 Atlantic hurricane season. Atlantic hurricane disambiguation pages","The name Gustav was used for five tropical cyclones in the Atlantic Ocean: 

1. Gustav (2005)
2. Gustav (2008)
3. Gustav (2009)
4. Gustav (2012)
5. Gustav (2016)",3,184,24,"200 word wikipedia style introduction on 'Hurricane Gustav (disambiguation)'
    The name Gustav was used for five"," tropical cyclones in the Atlantic Ocean: 

1. Gustav (2005)
2. Gustav (2008)
3. Gustav (2009)
4. Gustav (2012)
5. Gustav (2016)",28,45
21312252,https://en.wikipedia.org/wiki/John%20Maynard%20%28cricketer%29,John Maynard (cricketer),"John Carl Maynard, (born 8 
May 1969, Gingerland, Nevis) known as The Dentist, is a former West Indian cricketer. In a first-class career of 33 matches, he took 75 wickets. John was selected in the West Indies A squad in 1996 for a home series against Pakistan A however, due to injury he was forced to miss the series.
After his professional career ended, Maynard still to this day plays club cricket in England for Newmarket Cricket Club for whom he is a player and head coach, he is living in Bury St Edmunds, Suffolk.
He also has family in the UK with a young daughter (born 2020) Aggressive style
A fast bowler, Maynard made an immediate impression on his List A debut (in the Geddes Grant Shield) for the Leeward Islands against Trinidad and Tobago in February 1992. He took a Man of the Match award for his three wickets, including former Test player Tony Gray, in a rain-reduced match.","John Carl Maynard, (born 8 
May 1969, in York, Yorkshire) is an English cricketer. He was a left-handed batsman and a left-arm orthodox bowler.

Maynard made his first-class debut for Durham in the 1989 season, and played for the county until 2003. He also made two appearances for Northamptonshire in the 1999 season. He then joined Worcestershire for the 2004 season, where he played until 2007. After a year away from cricket, Maynard rejoined Worcestershire for the 2010 season. He retired from all professional cricket at the end of the 2012 season.

Maynard has also played for Northumberland, Durham Second XI, Lancashire Under-19s and Northamptonshire Second XI.

",3,158,105,"200 word wikipedia style introduction on 'John Maynard (cricketer)'
    John Carl Maynard, (born 8 
May 1969,"," in York, Yorkshire) is an English cricketer. He was a left-handed batsman and a left-arm orthodox bowler.

Maynard made his first-class debut for Durham in the 1989 season, and played for the county until 2003. He also made two appearances for Northamptonshire in the 1999 season. He then joined Worcestershire for the 2004 season, where he played until 2007. After a year away from cricket, Maynard rejoined Worcestershire for the 2010 season. He retired from all professional cricket at the end of the 2012 season.

Maynard has also played for Northumberland, Durham Second XI, Lancashire Under-19s and Northamptonshire Second XI.

",33,155
611754,https://en.wikipedia.org/wiki/Rye%2C%20Victoria,"Rye, Victoria","Rye is a seaside town in Greater Melbourne on the Mornington Peninsula, Victoria, Australia. It is approximately 95 km south of Melbourne's central business district. Rye's beach, on the eastern side of Port Phillip, is popular with swimmers, fishermen, yachtsmen, and kitesurfers. Its ocean beach (which is not patrolled) is also popular with surfers and divers. Its local government area is the Shire of Mornington Peninsula. Rye is in the traditional country of the Boon wurrung (Bunurong) people of the Kulin nation. History
Rye was proclaimed a town on 26 February 1861 and is partly in the parish of Wannaeue but mainly in the parish of Nepean, which is west of Government Road and Weeroona Street. The township went south to the southern boundary of the cemetery, with its east and west boundaries being Weir Street and Dundas Street. Suburban lots of 21 to 98 acres extended west to French St and south to a point just past the Golf Pde corner. Most of these suburban lots were bought by W.A.Blair, a Melbourne Lime Merchant.
He also received grants for much land in the parishes of Wannaeue and Nepean. His objective was to establish a monopoly, which was only rivalled by John Cain. Many who had been engaged in the production of lime, such as Nathan Page, Tom Bennett, Edward Russell, Harold Bainbridge and Spunner, were dispossessed of their kilns by Blair in about 1867. Lime could be quarried throughout the area west of Boneo Road. Many golf courses and the Peninsula Hot Springs are on the sites of Limeburners' properties between Browns and Limestone Roads. An excellent reproduction of a lime kiln can be seen on the foreshore just east of White Cliff. They were built into the side of a hill so that firewood and napped limestone could be loaded from above.","Rye is a seaside town in Greater Victoria, British Columbia, Canada. It is located on the eastern shore of Rye Bay on the Saanich Peninsula, and is adjacent to Victoria's Inner Harbour. The town has a population of 2,872 as of the 2006 census.

Rye was founded in 1887 by ranchers from the San Francisco Bay Area. The town was originally named ""Powellville"" after Col. W.C. Powell, who surveyed the area for the Canadian Pacific Railway. The town was renamed Rye in 1889 after the rye crop that was grown there. The original town site is now part of Victoria's Inner Harbour.

Rye is known for its sandy beaches, seafood restaurants, and antique shops. The town also has a small arts community with a theater and a gallery. Rye is home to Victoria's only full-time casino, the Victoria Jubilee Casino.",2,301,138,"200 word wikipedia style introduction on 'Rye, Victoria'
    Rye is a seaside town in Greater"," Victoria, British Columbia, Canada. It is located on the eastern shore of Rye Bay on the Saanich Peninsula, and is adjacent to Victoria's Inner Harbour. The town has a population of 2,872 as of the 2006 census.

Rye was founded in 1887 by ranchers from the San Francisco Bay Area. The town was originally named ""Powellville"" after Col. W.C. Powell, who surveyed the area for the Canadian Pacific Railway. The town was renamed Rye in 1889 after the rye crop that was grown there. The original town site is now part of Victoria's Inner Harbour.

Rye is known for its sandy beaches, seafood restaurants, and antique shops. The town also has a small arts community with a theater and a gallery. Rye is home to Victoria's only full-time casino, the Victoria Jubilee Casino.",25,177
